order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
008a40c2b8b21893e04945ce58854b55,1,016711f78a6a87696645db0a6a834826,a5cba26a62b8b4d0145b68b841e62e7f,2018-05-04 20:54:23,99.0,13.0
00fc308dd7f0937682698becaa9dcc45,1,940d38f0ef286bd93612fcdc91dd38ed,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-08-23 20:10:12,85.71,18.4
0124e0c5bfae1979838a91e47df53f14,1,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,2018-02-14 16:31:36,49.9,12.48
042649285cd08ef7c546445419b43407,1,927225847efa8853ebf52c9b5b9b8cc6,855668e0971d4dfd7bef1b6a4133b41b,2018-03-28 15:35:36,59.99,18.35
0452166f3b0d8e378179ecea1efdfe05,1,40df4be4429553e18755913ac3cfeac5,ff1e15b778c700abdd4d239b81ac466d,2018-08-14 11:35:23,59.9,11.91
0510f632b86f01064ebbde67deb63bb5,1,10070e29929f7c7d609ee3201f236b8e,8a130737016f838139d31878787a39c9,2018-06-29 00:31:25,95.2,18.47
0589d8b975f21fea2ad626ea99527911,1,ba01cebc5a3c2494d0a97d4713ec8938,a416b6a846a11724393025641d4edd5e,2018-03-06 16:31:15,201.34,25.96
06aa0aa8c22027ebb953d501c4238512,1,cd2c0529e45020c77a7c05b4ef2408fd,0885aaf116795758dfeb5f1032487bcd,2018-05-02 20:31:06,69.9,8.88
0724cc371750e7fdfe769d2a8bdd5b92,1,05a9dadb8402b6b7ae3dd28f7da187b5,522620dcb18a6b31cd7bdf73665113a9,2018-01-30 15:36:57,159.0,25.95
0739104e30e20de6c0956c0889a9b9dc,1,2f07e976774b91520e17dd3b2dba73c3,11742f81550ac064cc9a40f67151d9ad,2018-08-23 19:10:44,369.9,24.41
07440dff5293ea24c5fac25a473c2eef,1,dbdbf17a51049bf883b4d622a357b75b,d97df38225e5abadaff1e72cb72b823c,2018-04-04 23:07:36,75.0,51.03
07bebe0626c8053ad425381fe0882655,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-10-02 04:07:12,59.9,17.67
083ade26303c53b4aa1c779b67d44485,1,044f125d78e0a631b0479182a37aab8c,d6ab728cf30867cf3f1a2e216ae2f9b7,2018-06-17 21:31:53,61.0,15.31
09a0d7c2cc6f652acd3537e7a91c7000,1,34d6306314a47fe15c1efdbc23302020,229c3efbfb0ea2058de4ccdfbc3d784a,2017-05-19 14:15:23,69.0,12.61
09fd9b0402ed675bbd1ee1e81171ac7c,1,774ea72f37a7fbf1fb32b973a18f2348,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-08-20 22:09:31,144.9,65.46
0a15572811e0bc23e2963de1cdf344f0,1,2b0c892ab2b8e600a0b186db31f5947d,54a1852d1b8f10312c55e906355666ee,2018-04-25 11:30:55,79.99,23.14
0bc16cf0c58995bbc893af2e151534d0,1,8e48c45980a3fee42f12f7986a4b68d5,e5e33c0d8e7e002f398f5dc4cbbb338f,2018-06-11 19:52:19,415.7,20.79
0c11df2b80d95b1eabdcdf3790bb3347,1,3fedaec688964ccf38949f271a51c888,eba88037e1dca898cd02881f67ced679,2018-03-15 17:45:25,180.5,23.84
0c5c8063a673f3c44b6499053e534ccb,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-12 20:12:30,122.99,15.61
0c91c4102d1858f4ced29970f55e54a0,1,07c055536ebf10dfbb6c6db6dbfc36e5,cca3071e3e9bb7d12640c9fbe2301306,2017-03-15 11:01:46,45.9,10.96
0ca1bac7f133e0eced641bff853f52ea,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-11-08 03:15:34,45.9,15.1
0d5fb8614978748bcfbef448c8a74a17,1,5194b6f4fa50ae9404bfd3e48ebe3911,17e34d8224d27a541263c4c64b11a56b,2018-08-10 10:15:30,181.5,20.46
0ea322b0cc5c5a359a4b83e2cae08390,1,7da9810448a8f92f73339d58b1dd73a9,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-04-27 09:22:07,18.99,10.96
0eb43791d78d71f1098d5cb2b46e4c7b,1,f4f67ccaece962d013a4e1d7dc3a61f7,8581055ce74af1daba164fdbd55a40de,2017-03-30 15:10:16,241.1,22.0
115cf7c242febcbed832ad6d631db40e,1,ae6b739ab6e9d7991fb2ddd70f9c0b6b,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-05-18 02:45:08,46.2,9.74
1227f9af3b2ddb0b95060aab8e5b3dc7,1,b59b5899ecf4bcc294a72fdd48adaa94,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-16 15:11:25,29.99,17.06
12aab7cb25bc6ae86c66cb3e7dc35a76,1,c8c073a1cae6a98799d7581958ede514,ad97a199236354e53fcd91a5a913e9a2,2017-12-29 17:31:56,522.5,24.15
132ab6f8e1c86c21b064ee8832129bb1,1,349ce46a0e2e20054aa9d80c48af8816,d6b1ce66b035a475f00c017792ff9769,2018-08-23 04:31:39,169.99,23.99
1389d3b1fab26d87e40c382d11a8ac3c,1,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2018-08-20 23:05:22,38.79,18.37
13cde3630a835cffb389eee14cbc0e1a,1,753a7c03962394fbdf40fbe595048b89,0be8ff43f22e456b4e0371b2245e4d01,2018-03-12 06:30:31,49.9,19.95
14e3b02a42f36ad7bdcdc8a0df427be3,1,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2018-03-16 17:40:44,53.99,18.26
1674cd4deb921f97a794a8401ce9017b,1,2adbf3f442344a158c04cb59b8db107a,3a490ba60afa30ece0e7d50cfe74a4f0,2017-12-22 20:31:27,189.9,38.88
19230cac8f45f89fc992b4048422b72e,1,93846cfcd171609cebb8b3f8c553d23f,54a1852d1b8f10312c55e906355666ee,2018-03-01 17:30:27,74.99,15.28
19aeea45917083f03541b7d11afc8e2b,1,495f9290868e1bde785d3c372608ad54,228e4c1a0be164f613d41c24345f9d2c,2018-06-18 19:31:59,109.9,22.7
1aa78d3a94e9d8054d63fd230c076bf6,1,083d6108def7421be9778dd0ecd11fa6,f5a590cf36251cf1162ea35bef76fe84,2017-11-29 22:14:11,299.99,10.91
1c4b283e95602be28c975207016558f1,1,00a985c524adbb97a4211e4ce17aabec,ea8482cd71df3c1969d7b9473ff13abc,2018-08-03 02:50:21,24.99,12.84
1dd524259037e53865e1fbee3697183b,1,67d9cf5b0dc7a0b9fb091efc68b14140,d50d79cb34e38265a8649c383dcffd48,2017-06-27 15:30:33,269.99,32.92
1e2b94b476c8738fbc5aed69524f2da4,1,b520b78a494cbd6e36d7a1c64cdffe0b,b3f19518fcec265b2e97af287725f981,2017-08-11 13:15:20,41.99,16.11
1fbebbbba3149f89e410951ca531cae2,1,3552627a68384dc559f0fd4cce173269,3c487ae8f8d7542beff5788e2e0aea83,2018-04-09 05:50:26,199.9,38.09
20cae0a28869a4321d8fe372731f80e0,1,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,2018-01-21 23:53:31,78.0,7.8
21c9855588b3946347dcaa1f159edcd8,1,214182ef6dd2635420e172166e7ee047,98dac6635aee4995d501a3972e047414,2018-06-11 12:51:57,12.9,8.88
2282f08c7a3e5bc3e7b84bb444d6e1e6,1,3c5b70965b3d63c66a18dd46881a58c9,b6d44737c043328708f6749c2dbe50bd,2018-04-17 11:50:28,29.9,16.32
229d2824e311bf2592b6b7ce32af04a8,1,315274d6751133f612a67ccfa00c0522,7b0df942f46435babab05d49b744b2c4,2018-04-27 13:31:12,397.79,39.47
22a1a580ac153c5e2f469d27ad6a4e3d,1,8ccac7e503c0ba1f7e7b3aafeae52cca,710e3548e02bc1d2831dfc4f1b5b14d4,2018-04-19 13:55:18,88.99,19.68
22caa724849d26dec4cd73ffc70bc133,1,51945302d0858fe2efed398e1fa2df04,951e8cef368f09bb3f3d03c00ca4702c,2018-06-26 17:21:20,64.99,18.56
22df89b611e2a03b4957043cf949e51f,1,d51f9e208b88e49c98f6a55649d5df35,65febd49fd28ec955651299159b1f527,2018-08-24 09:30:20,55.0,11.41
233f0d86db908dbeb6c2ae5675b31e71,1,ba9943916136c9959e24f71bdae28faa,8c16d1f32a54d92897cc437244442e1b,2017-11-21 21:10:33,44.9,15.1
243312dbb316253ab77bb0140d94803c,1,4178e16324fd0c9a8e18463caf390cc6,ceaec5548eefc6e23e6607c5435102e7,2018-03-28 08:49:39,269.0,16.79
249ec92a8757d3abe81210827a19f08f,1,cc74107a3eceb1b0c1c000edae5a8431,0be8ff43f22e456b4e0371b2245e4d01,2018-06-21 10:57:42,89.9,7.89
261e71d2349c713eafa9f3df5972b95d,1,ad88641611c35ebd59ecda07a9f17099,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-25 12:37:13,157.77,14.85
26543fb8b34f4547bcbbd431f998ee76,1,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,2017-11-14 16:30:42,89.9,13.65
26c032093452825fab1ef0adcde581ac,1,ca5c923962558430573f83661dbe36d6,66922902710d126a0e7d26b0e3805106,2018-08-16 16:55:34,105.0,23.54
2790c1db6fab421570c3a789c96ffd46,1,3d3204ab08bb14fe5114502ad7809384,d673a59aac7a70d8b01e6902bf090a11,2017-11-08 02:31:17,65.5,16.22
27d6233886151ecc1ed368ce120ec5cf,1,b40bd352960044e281fa405937aac605,d921b68bf747894be13a97ae52b0f386,2018-05-21 22:31:14,215.9,19.39
2939b6d48c2488e276205bc547c56aac,1,85b2e22dc10456c8ce7b81f78ba8624b,da8622b14eb17ae2831f4ac5b9dab84a,2018-01-11 02:38:00,179.9,15.46
29d3f2fc23b7f95b28dbe5e3ef783d93,1,73fdc89a7474d12e91ebb4a38341fd84,5bc24d989e71e93c33e50a7782431b0e,2018-08-08 14:05:20,249.9,37.1
2bfd14409ba8ba1153ce42b2abc44bb8,1,15b0e8706bf37a95f2bb3665c4cc4c6c,4bf2f4ee540798a61f9636d12cd9cc80,2017-12-22 18:52:09,152.0,15.81
2c5871f32e23db4f41bf1c58df2f1bee,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2017-10-18 10:34:54,59.9,13.44
2d5a9031ce30f2732d18bb3722b887a4,1,9048cbd294fe0c1a3ec8c8248bc2cadd,6d66611d7c44cc30ce351abc49a68421,2017-05-26 14:50:07,69.9,17.74
2e233dded5d8af5e2baa5c1fca89a6c6,1,8ae2a62356fe10b4261e16268508ddb5,e06f09ec0a4aca210779cf1cfc63cf19,2017-12-21 14:52:16,159.9,15.87
2e4d78cc067d04eaaf791ecbfb2bc3ce,1,3aa87ff048f23ae9ac589dd73c21d98c,5f7300535881cef3b625fd683cf7d145,2018-04-19 09:30:50,89.17,9.36
2f6e1ce2926b6a1f5f9ea11d94b58cb0,1,f775e44f7a8609df5fc7a00faa8b458e,7142540dd4c91e2237acb7e911c4eba2,2017-06-09 13:10:23,71.82,13.52
2fc4ba497db1306b9048aceaf0f7e5a9,1,7686fe49c98ae1c537b5cc51992f5d20,9d5a9018aee56acb367ba9c3f05d1d6a,2017-09-28 02:30:13,172.33,12.4
2fc4ba497db1306b9048aceaf0f7e5a9,2,9ddc4249779322828f89d2a9c04f7ee1,9d5a9018aee56acb367ba9c3f05d1d6a,2017-09-28 02:30:13,112.33,27.28
309de5faf9baa8961fd068f3f4e44dcd,1,a12c9204f6f9e90ad1d8ba5571fbfed2,f262cbc1c910c83959f849465454ddd3,2018-02-06 00:50:40,29.99,14.1
317c2c773295f70b67e5511ccd55f81c,1,53b36df67ebb7c41585e8d54d6772e08,4869f7a5dfa277a7dca6462dcf3b52b2,2017-08-07 00:43:11,159.9,12.62
32733fc014b67ef70fa6039dd8c6ba82,1,e5a19f25b139394121110bbaab05087c,75d34ebb1bd0bd7dde40dd507b8169c3,2017-09-12 02:50:24,229.99,26.06
32f7f9fd01c6b5592202b48442caa441,1,372124d6931c4bc48dd0d56075ebee7c,da8622b14eb17ae2831f4ac5b9dab84a,2017-08-16 21:15:20,24.9,15.1
338be6220254203898339bb8b6021138,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-05-24 02:58:57,53.9,8.11
338be6220254203898339bb8b6021138,2,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2018-05-24 02:58:57,53.9,8.11
33c1911ef3652a03c6cb098b9399b1d3,1,d35825dd1741eee134506022d73f4e71,4c498c7345e89aebad651544829beca0,2018-07-09 15:31:46,79.69,18.66
343ee80178e16012130cb0007eac5888,1,48640118918b5bd6454e3fee20ad637b,2a7dc43cecabf23403078e2188437d1d,2017-11-30 16:31:26,294.0,28.2
360d1b0085f85a626f77b5fe558e8ae8,1,d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,2018-07-20 12:22:21,69.99,15.59
3762c0ef92b5bc397671e6d7e6d5672f,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2017-08-21 23:30:19,59.9,13.44
3772bd82db6b988f9a7008bdb3a4b729,1,9e4a852f41aff52bafff133d9deb5eee,3d871de0142ce09b7081e2b9d1733cb1,2017-09-08 06:24:30,99.0,17.94
377627ea55b004e8d55a2af17ba3c0e1,1,e8ac63e69971f9cf0bd7a7f78b8841ab,6560211a19b47992c3666cc44a7e94c0,2018-05-22 14:18:58,199.0,8.26
3785ffb02b0b201a23df7daf357c271d,1,2052b3c5e08893e567c2fb7778476c75,be8e909810184b9b19e886129149d8e5,2017-10-09 13:49:19,44.99,9.94
37c8cbbb816470ceb8a3026653cf3d3c,1,3ac52f93c2299daa201fbb7ff36546f7,7e3f87d16fb353f408d467e74fbd8014,2018-03-08 02:10:01,43.89,25.63
385408894abaef5ea2b48046ca02f823,1,aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,2018-02-22 02:47:43,29.9,15.1
38ac62af1b354671501c9bbfc55bf187,1,bac35584a4b6413380a74f9617e12379,8444e55c1f13cd5c179851e5ca5ebd00,2018-02-22 01:53:24,271.25,15.63
38b80ac02e3ce34b306483fc57a33bc5,1,b09790edda54333116f9cf1decc580a1,d2374cbcbb3ca4ab1086534108cc3ab7,2017-03-30 15:34:47,24.9,10.96
39a70e9e9b729b11dee34ac12478597f,1,1d3ecbda18167c766a3381fd16108e4a,dbc22125167c298ef99da25668e1011f,2017-08-22 21:44:13,108.9,20.0
39c438f2a835b25cd51bbd1bed5d089e,1,a0adc3041e9917104f3fea4ba995adcb,2addf05f476d0637864454e93ba673d5,2017-12-26 23:30:12,319.0,25.61
3a73a24fa6a0d8ffd462fb4bb62e66fc,1,7041ae473941c8270e3a0f3cf73a379f,004c9cd9d87a3c30c522c48c4fc07416,2017-12-26 17:36:30,139.9,16.61
3a97b29009aa1ec54a67fd256b762b14,1,34eb0685663d60e57a9ca086c8e33423,048c2757535328e0d7dac690ad3c0aae,2017-08-11 17:03:29,199.7,18.65
3b1bf20520476dc7b150dd52f521e525,1,095cb863f2b04911455ad33f5177062e,2059c39f76271d4ca3f15b5ffaccc8b8,2017-06-01 02:25:18,53.9,16.14
3b9de7cf25713aac3ab7e5cc48d83983,1,b4fc7e84dcaf2fcf3edb234e30362929,c3867b4666c7d76867627c2f7fb22e21,2017-07-27 10:55:11,115.0,20.05
3caf6c286c8cde37ea9c0fb2da0e3169,1,550299c725cac9511da2b6f40543270c,609e1a9a6c2539919b8205cf7c4e6ff0,2018-06-14 05:15:58,7.9,22.06
3caf6c286c8cde37ea9c0fb2da0e3169,2,550299c725cac9511da2b6f40543270c,609e1a9a6c2539919b8205cf7c4e6ff0,2018-06-14 05:15:58,7.9,22.06
3caf6c286c8cde37ea9c0fb2da0e3169,3,550299c725cac9511da2b6f40543270c,609e1a9a6c2539919b8205cf7c4e6ff0,2018-06-14 05:15:58,7.9,22.06
